MÊS ;DATA;TRANSPORTADORA;LIBERADOS;MALHA ;OPERAÇÃO;TOTAL TRANSPORTADORAS;% MALHA
Novembro;2025-11-16;TRILOG;0;0;Direta;0;0.0
Novembro;2025-11-16;REU;0;0;Direta;0;0.0
Novembro;2025-11-16;Riviera;0;0;Direta;0;0.0
Novembro;2025-11-17;FE;32;4;LML;36;0.111
Novembro;2025-11-17;DMD;29;3;LML;32;0.094
Novembro;2025-11-17;Zumpy;53;4;LML;57;0.07
Novembro;2025-11-17;Zoom;8;1;LML;9;0.111
Novembro;2025-11-17;Assis Rio;50;4;Direta;54;0.074
Novembro;2025-11-17;PJ;17;2;Direta;19;0.105
Novembro;2025-11-17;TRILOG;7;1;Direta;8;0.125
Novembro;2025-11-17;REU;33;2;Direta;35;0.057
Novembro;2025-11-17;Riviera;6;1;Direta;7;0.143
Novembro;2025-11-18;FE;38;4;LML;42;0.095
Novembro;2025-11-18;DMD;20;0;LML;20;0.0
Novembro;2025-11-18;Zumpy;46;7;LML;53;0.132
Novembro;2025-11-18;Zoom;5;0;LML;5;0.0
Novembro;2025-11-18;Assis Rio;46;4;Direta;50;0.08
Novembro;2025-11-18;PJ;17;1;Direta;18;0.056
Novembro;2025-11-18;TRILOG;6;2;Direta;8;0.25
Novembro;2025-11-18;REU;36;2;Direta;38;0.053
Novembro;2025-11-18;Riviera;7;1;Direta;8;0.125
Novembro;2025-11-19;FE;38;4;LML;42;0.095
Novembro;2025-11-19;DMD;23;2;LML;25;0.08
Novembro;2025-11-19;Zumpy;59;4;LML;63;0.063
Novembro;2025-11-19;Zoom;9;2;LML;11;0.182
Novembro;2025-11-19;Assis Rio;50;3;Direta;53;0.057
Novembro;2025-11-19;PJ;18;2;Direta;20;0.1
Novembro;2025-11-19;TRILOG;6;2;Direta;8;0.25
Novembro;2025-11-19;REU;35;3;Direta;38;0.079
Novembro;2025-11-19;Riviera;6;0;Direta;6;0.0
Novembro;2025-11-20;FE;38;6;LML;44;0.136
Novembro;2025-11-20;DMD;22;3;LML;25;0.12
Novembro;2025-11-20;Zumpy;51;3;LML;54;0.056
Novembro;2025-11-20;Zoom;8;0;LML;8;0.0
Novembro;2025-11-20;Assis Rio;28;2;Direta;30;0.067
Novembro;2025-11-20;PJ;17;2;Direta;19;0.105
Novembro;2025-11-20;TRILOG;6;2;Direta;8;0.25
Novembro;2025-11-20;REU;26;2;Direta;28;0.071
Novembro;2025-11-20;Riviera;4;2;Direta;6;0.333
Novembro;2025-11-21;FE;36;4;LML;40;0.1
Novembro;2025-11-21;DMD;24;2;LML;26;0.077
Novembro;2025-11-21;Zumpy;54;5;LML;59;0.085
Novembro;2025-11-21;Zoom;10;0;LML;10;0.0
Novembro;2025-11-21;Assis Rio;51;5;Direta;56;0.089
Novembro;2025-11-21;PJ;20;2;Direta;22;0.091
Novembro;2025-11-21;TRILOG;7;1;Direta;8;0.125
Novembro;2025-11-21;REU;36;1;Direta;37;0.027
Novembro;2025-11-21;Riviera;5;1;Direta;6;0.167
Novembro;2025-11-22;FE;24;4;LML;28;0.143
Novembro;2025-11-22;DMD;10;3;LML;13;0.231
Novembro;2025-11-22;Zumpy;28;3;LML;31;0.097
Novembro;2025-11-22;Zoom;4;0;LML;4;0.0
Novembro;2025-11-22;Assis Rio;51;4;Direta;55;0.073
Novembro;2025-11-22;PJ;18;2;Direta;20;0.1
Novembro;2025-11-22;TRILOG;6;0;Direta;6;0.0
Novembro;2025-11-22;REU;34;3;Direta;37;0.081
Novembro;2025-11-22;Riviera;8;1;Direta;9;0.111
Novembro;2025-11-23;FE;0;0;LML;0;0.0
Novembro;2025-11-23;DMD;0;0;LML;0;0.0
Novembro;2025-11-23;Zumpy;0;0;LML;0;0.0
Novembro;2025-11-23;Zoom;0;0;LML;0;0.0
Novembro;2025-11-23;Assis Rio;13;0;Direta;13;0.0
Novembro;2025-11-23;PJ;0;0;Direta;0;0.0
Novembro;2025-11-23;TRILOG;18;0;Direta;18;0.0
Novembro;2025-11-23;REU;0;0;Direta;0;0.0
Novembro;2025-11-23;Riviera;0;0;Direta;0;0.0
Novembro;2025-11-24;FE;35;3;LML;38;0.079
Novembro;2025-11-24;DMD;27;2;LML;29;0.069
Novembro;2025-11-24;Zumpy;57;6;LML;63;0.095
Novembro;2025-11-24;Zoom;10;1;LML;11;0.091
Novembro;2025-11-24;Assis Rio;53;3;Direta;56;0.054
Novembro;2025-11-24;PJ;17;4;Direta;21;0.19
Novembro;2025-11-24;TRILOG;9;0;Direta;9;0.0
Novembro;2025-11-24;REU;45;2;Direta;47;0.043
Novembro;2025-11-24;Riviera;7;3;Direta;10;0.3
Novembro;2025-11-25;FE;39;3;LML;42;0.071
Novembro;2025-11-25;DMD;29;2;LML;31;0.065
Novembro;2025-11-25;Zumpy;58;5;LML;63;0.079
Novembro;2025-11-25;Zoom;12;0;LML;12;0.0
Novembro;2025-11-25;Assis Rio;50;3;Direta;53;0.057
Novembro;2025-11-25;PJ;20;3;Direta;23;0.13
Novembro;2025-11-25;TRILOG;7;1;Direta;8;0.125
Novembro;2025-11-25;REU;45;2;Direta;47;0.043
Novembro;2025-11-25;Riviera;7;1;Direta;8;0.125
Novembro;2025-11-26;FE;40;3;LML;43;0.07
Novembro;2025-11-26;DMD;33;4;LML;37;0.108
Novembro;2025-11-26;Zumpy;59;4;LML;63;0.063
Novembro;2025-11-26;Zoom;15;1;LML;16;0.063
Novembro;2025-11-26;Assis Rio;58;3;Direta;61;0.049
Novembro;2025-11-26;PJ;20;3;Direta;23;0.13
Novembro;2025-11-26;TRILOG;7;1;Direta;8;0.125
Novembro;2025-11-26;REU;35;3;Direta;38;0.079
Novembro;2025-11-26;Riviera;8;1;Direta;9;0.111
Novembro;2025-11-27;FE;39;2;LML;41;0.049
Novembro;2025-11-27;DMD;27;1;LML;28;0.036
Novembro;2025-11-27;Zumpy;63;6;LML;69;0.087
Novembro;2025-11-27;Zoom;13;3;LML;16;0.188
Novembro;2025-11-27;Assis Rio;59;2;Direta;61;0.033
Novembro;2025-11-27;PJ;19;1;Direta;20;0.05
Novembro;2025-11-27;TRILOG;8;2;Direta;10;0.2
Novembro;2025-11-27;REU;38;4;Direta;42;0.095
Novembro;2025-11-27;Riviera;9;1;Direta;10;0.1
Novembro;2025-11-28;FE;40;3;LML;43;0.07
Novembro;2025-11-28;DMD;31;2;LML;33;0.061
Novembro;2025-11-28;Zumpy;62;6;LML;68;0.088
Novembro;2025-11-28;Zoom;14;2;LML;16;0.125
Novembro;2025-11-28;Assis Rio;58;1;Direta;59;0.017
Novembro;2025-11-28;PJ;20;2;Direta;22;0.091
Novembro;2025-11-28;TRILOG;7;2;Direta;9;0.222
Novembro;2025-11-28;REU;41;7;Direta;48;0.146
Novembro;2025-11-28;Riviera;6;1;Direta;7;0.143
Novembro;2025-11-29;FE;40;1;LML;41;0.024
Novembro;2025-11-29;DMD;29;3;LML;32;0.094
Novembro;2025-11-29;Zumpy;63;8;LML;71;0.113
Novembro;2025-11-29;Zoom;16;2;LML;18;0.111
Novembro;2025-11-29;Assis Rio;60;0;Direta;60;0.0
Novembro;2025-11-29;PJ;22;1;Direta;23;0.043
Novembro;2025-11-29;TRILOG;6;0;Direta;6;0.0
Novembro;2025-11-29;REU;43;2;Direta;45;0.044
Novembro;2025-11-29;Riviera;9;0;Direta;9;0.0
Novembro;2025-11-30;FE;27;3;LML;30;0.1
Novembro;2025-11-30;DMD;29;2;LML;31;0.065
Novembro;2025-11-30;Zumpy;45;2;LML;47;0.043
Novembro;2025-11-30;Zoom;14;2;LML;16;0.125
Novembro;2025-11-30;Assis Rio;33;3;Direta;36;0.083
Novembro;2025-11-30;PJ;23;1;Direta;24;0.042
Novembro;2025-11-30;TRILOG;0;0;Direta;0;0.0
Novembro;2025-11-30;REU;31;3;Direta;34;0.088
Novembro;2025-11-30;Riviera;4;1;Direta;5;0.2
Dezembro;2025-12-01;FE;43;4;LML;47;0.085
Dezembro;2025-12-01;DMD;29;4;LML;33;0.121
Dezembro;2025-12-01;Zumpy;64;4;LML;68;0.059
Dezembro;2025-12-01;Zoom;8;1;LML;9;0.111
Dezembro;2025-12-01;Assis Rio;57;4;Direta;61;0.066
Dezembro;2025-12-01;PJ;25;4;Direta;29;0.138
Dezembro;2025-12-01;TRILOG;4;0;Direta;4;0.0
Dezembro;2025-12-01;REU;44;3;Direta;47;0.064
Dezembro;2025-12-01;Riviera;9;1;Direta;10;0.1
Dezembro;2025-12-02;FE;45;3;LML;48;0.063
Dezembro;2025-12-02;DMD;29;3;LML;32;0.094
Dezembro;2025-12-02;Zumpy;61;6;LML;67;0.09
Dezembro;2025-12-02;Zoom;15;0;LML;15;0.0
Dezembro;2025-12-02;Assis Rio;59;5;Direta;64;0.078
Dezembro;2025-12-02;PJ;26;2;Direta;28;0.071
Dezembro;2025-12-02;TRILOG;6;1;Direta;7;0.143
Dezembro;2025-12-02;REU;45;4;Direta;49;0.082
Dezembro;2025-12-02;Riviera;9;0;Direta;9;0.0
Dezembro;2025-12-03;FE;42;5;LML;47;0.106
Dezembro;2025-12-03;DMD;31;1;LML;32;0.031
Dezembro;2025-12-03;Zumpy;61;6;LML;67;0.09
Dezembro;2025-12-03;Zoom;13;1;LML;14;0.071
Dezembro;2025-12-03;Assis Rio;57;4;Direta;61;0.066
Dezembro;2025-12-03;PJ;25;4;Direta;29;0.138
Dezembro;2025-12-03;TRILOG;6;1;Direta;7;0.143
Dezembro;2025-12-03;REU;47;4;Direta;51;0.078
Dezembro;2025-12-03;Riviera;9;0;Direta;9;0.0
Dezembro;2025-12-04;FE;43;1;LML;44;0.023
Dezembro;2025-12-04;DMD;28;2;LML;30;0.067
Dezembro;2025-12-04;Zumpy;57;3;LML;60;0.05
Dezembro;2025-12-04;Zoom;13;2;LML;15;0.133
Dezembro;2025-12-04;Assis Rio;57;2;Direta;59;0.034
Dezembro;2025-12-04;PJ;24;2;Direta;26;0.077
Dezembro;2025-12-04;TRILOG;8;1;Direta;9;0.111
Dezembro;2025-12-04;REU;45;3;Direta;48;0.063
Dezembro;2025-12-04;Riviera;9;2;Direta;11;0.182
Dezembro;2025-12-05;FE;42;3;LML;45;0.067
Dezembro;2025-12-05;DMD;29;3;LML;32;0.094
Dezembro;2025-12-05;Zumpy;54;6;LML;60;0.1
Dezembro;2025-12-05;Zoom;13;2;LML;15;0.133
Dezembro;2025-12-05;Assis Rio;56;5;Direta;61;0.082
Dezembro;2025-12-05;PJ;23;3;Direta;26;0.115
Dezembro;2025-12-05;TRILOG;7;1;Direta;8;0.125
Dezembro;2025-12-05;REU;48;4;Direta;52;0.077
Dezembro;2025-12-05;Riviera;8;1;Direta;9;0.111
Dezembro;2025-12-06;FE;38;5;LML;43;0.116
Dezembro;2025-12-06;DMD;26;2;LML;28;0.071
Dezembro;2025-12-06;Zumpy;45;4;LML;49;0.082
Dezembro;2025-12-06;Zoom;9;1;LML;10;0.1
Dezembro;2025-12-06;Assis Rio;59;6;Direta;65;0.092
Dezembro;2025-12-06;PJ;24;1;Direta;25;0.04
Dezembro;2025-12-06;TRILOG;7;0;Direta;7;0.0
Dezembro;2025-12-06;REU;48;5;Direta;53;0.094
Dezembro;2025-12-06;Riviera;9;2;Direta;11;0.182
Dezembro;2025-12-07;FE;0;0;LML;0;0.0
Dezembro;2025-12-07;DMD;0;0;LML;0;0.0
Dezembro;2025-12-07;Zumpy;0;0;LML;0;0.0
Dezembro;2025-12-07;Zoom;0;0;LML;0;0.0
Dezembro;2025-12-07;Assis Rio;38;5;Direta;43;0.116
Dezembro;2025-12-07;PJ;24;1;Direta;25;0.04
Dezembro;2025-12-07;TRILOG;0;0;Direta;0;0.0
Dezembro;2025-12-07;REU;28;3;Direta;31;0.097
Dezembro;2025-12-07;Riviera;2;1;Direta;3;0.333
Dezembro;2025-12-08;FE;40;4;LML;44;0.091
Dezembro;2025-12-08;DMD;28;3;LML;31;0.097
Dezembro;2025-12-08;Zumpy;55;4;LML;59;0.068
Dezembro;2025-12-08;Zoom;9;1;LML;10;0.1
Dezembro;2025-12-08;Assis Rio;50;3;Direta;53;0.057
Dezembro;2025-12-08;PJ;22;3;Direta;25;0.12
Dezembro;2025-12-08;TRILOG;4;1;Direta;5;0.2
Dezembro;2025-12-08;REU;49;3;Direta;52;0.058
Dezembro;2025-12-08;Riviera;9;1;Direta;10;0.1
Dezembro;2025-12-09;FE;40;3;LML;43;0.07
Dezembro;2025-12-09;DMD;22;3;LML;25;0.12
Dezembro;2025-12-09;Zumpy;58;4;LML;62;0.065
Dezembro;2025-12-09;Zoom;9;1;LML;10;0.1
Dezembro;2025-12-09;Assis Rio;54;4;Direta;58;0.069
Dezembro;2025-12-09;PJ;24;3;Direta;27;0.111
Dezembro;2025-12-09;TRILOG;5;0;Direta;5;0.0
Dezembro;2025-12-09;REU;44;3;Direta;47;0.064
Dezembro;2025-12-09;Riviera;7;1;Direta;8;0.125
Dezembro;2025-12-10;FE;42;2;LML;44;0.045
Dezembro;2025-12-10;DMD;25;5;LML;30;0.167
Dezembro;2025-12-10;Zumpy;55;3;LML;58;0.052
Dezembro;2025-12-10;Zoom;10;2;LML;12;0.167
Dezembro;2025-12-10;Assis Rio;57;2;Direta;59;0.034
Dezembro;2025-12-10;PJ;26;3;Direta;29;0.103
Dezembro;2025-12-10;TRILOG;5;1;Direta;6;0.167
Dezembro;2025-12-10;REU;37;4;Direta;41;0.098
Dezembro;2025-12-10;Riviera;9;2;Direta;11;0.182
Dezembro;2025-12-11;FE;43;5;LML;48;0.104
Dezembro;2025-12-11;DMD;22;3;LML;25;0.12
Dezembro;2025-12-11;Zumpy;54;5;LML;59;0.085
Dezembro;2025-12-11;Zoom;10;0;LML;10;0.0
Dezembro;2025-12-11;Assis Rio;58;3;Direta;61;0.049
Dezembro;2025-12-11;PJ;21;4;Direta;25;0.16
Dezembro;2025-12-11;TRILOG;7;0;Direta;7;0.0
Dezembro;2025-12-11;REU;31;3;Direta;34;0.088
Dezembro;2025-12-11;Riviera;10;2;Direta;12;0.167
Dezembro;2025-12-12;FE;43;2;LML;45;0.044
Dezembro;2025-12-12;DMD;23;2;LML;25;0.08
Dezembro;2025-12-12;Zumpy;53;6;LML;59;0.102
Dezembro;2025-12-12;Zoom;10;2;LML;12;0.167
Dezembro;2025-12-12;Assis Rio;56;6;Direta;62;0.097
Dezembro;2025-12-12;PJ;21;0;Direta;21;0.0
Dezembro;2025-12-12;TRILOG;7;1;Direta;8;0.125
Dezembro;2025-12-12;REU;32;3;Direta;35;0.086
Dezembro;2025-12-12;Riviera;9;1;Direta;10;0.1
Dezembro;2025-12-13;FE;38;4;LML;42;0.095
Dezembro;2025-12-13;DMD;21;1;LML;22;0.045
Dezembro;2025-12-13;Zumpy;45;4;LML;49;0.082
Dezembro;2025-12-13;Zoom;7;1;LML;8;0.125
Dezembro;2025-12-13;Assis Rio;49;3;Direta;52;0.058
Dezembro;2025-12-13;PJ;16;3;Direta;19;0.158
Dezembro;2025-12-13;TRILOG;5;1;Direta;6;0.167
Dezembro;2025-12-13;REU;44;3;Direta;47;0.064
Dezembro;2025-12-13;Riviera;7;1;Direta;8;0.125
Dezembro;2025-12-14;FE;0;0;LML;0;0.0
Dezembro;2025-12-14;DMD;0;0;LML;0;0.0
Dezembro;2025-12-14;Zumpy;0;0;LML;0;0.0
Dezembro;2025-12-14;Zoom;0;0;LML;0;0.0
Dezembro;2025-12-14;Assis Rio;11;0;Direta;11;0.0
Dezembro;2025-12-14;PJ;15;0;Direta;15;0.0
Dezembro;2025-12-14;TRILOG;0;0;Direta;0;0.0
Dezembro;2025-12-14;REU;0;0;Direta;0;0.0
Dezembro;2025-12-14;Riviera;2;0;Direta;2;0.0
Dezembro;2025-12-15;FE;41;5;LML;46;0.109
Dezembro;2025-12-15;DMD;24;2;LML;26;0.077
Dezembro;2025-12-15;Zumpy;55;5;LML;60;0.083
Dezembro;2025-12-15;Zoom;11;1;LML;12;0.083
Dezembro;2025-12-15;Assis Rio;54;4;Direta;58;0.069
Dezembro;2025-12-15;PJ;21;2;Direta;23;0.087
Dezembro;2025-12-15;TRILOG;5;1;Direta;6;0.167
Dezembro;2025-12-15;REU;42;3;Direta;45;0.067
Dezembro;2025-12-15;Riviera;8;1;Direta;9;0.111
Dezembro;2025-12-16;FE;38;4;LML;42;0.095
Dezembro;2025-12-16;DMD;24;2;LML;26;0.077
Dezembro;2025-12-16;Zumpy;49;5;LML;54;0.093
Dezembro;2025-12-16;Zoom;9;1;LML;10;0.1
Dezembro;2025-12-16;Assis Rio;55;3;Direta;58;0.052
Dezembro;2025-12-16;PJ;22;1;Direta;23;0.043
Dezembro;2025-12-16;TRILOG;6;1;Direta;7;0.143
Dezembro;2025-12-16;REU;39;2;Direta;41;0.049
Dezembro;2025-12-16;Riviera;7;3;Direta;10;0.3
Dezembro;2025-12-17;FE;31;0;LML;31;0.0
Dezembro;2025-12-17;DMD;15;1;LML;16;0.063
Dezembro;2025-12-17;Zumpy;33;5;LML;38;0.132
Dezembro;2025-12-17;Zoom;6;0;LML;6;0.0
Dezembro;2025-12-17;Assis Rio;51;2;Direta;53;0.038
Dezembro;2025-12-17;PJ;19;3;Direta;22;0.136
Dezembro;2025-12-17;TRILOG;4;1;Direta;5;0.2
Dezembro;2025-12-17;REU;39;4;Direta;43;0.093
Dezembro;2025-12-17;Riviera;6;2;Direta;8;0.25
Dezembro;2025-12-18;FE;41;3;LML;44;0.068
Dezembro;2025-12-18;DMD;25;2;LML;27;0.074
Dezembro;2025-12-18;Zumpy;51;5;LML;56;0.089
Dezembro;2025-12-18;Zoom;10;1;LML;11;0.091
Dezembro;2025-12-18;Assis Rio;55;2;Direta;57;0.035
Dezembro;2025-12-18;PJ;21;2;Direta;23;0.087
Dezembro;2025-12-18;TRILOG;7;1;Direta;8;0.125
Dezembro;2025-12-18;REU;40;5;Direta;45;0.111
Dezembro;2025-12-18;Riviera;6;0;Direta;6;0.0
Dezembro;2025-12-19;FE;38;4;LML;42;0.095
Dezembro;2025-12-19;DMD;26;2;LML;28;0.071
Dezembro;2025-12-19;Zumpy;50;6;LML;56;0.107
Dezembro;2025-12-19;Zoom;9;0;LML;9;0.0
Dezembro;2025-12-19;Assis Rio;53;7;Direta;60;0.117
Dezembro;2025-12-19;PJ;18;1;Direta;19;0.053
Dezembro;2025-12-19;TRILOG;7;1;Direta;8;0.125
Dezembro;2025-12-19;REU;41;1;Direta;42;0.024
Dezembro;2025-12-19;Riviera;8;1;Direta;9;0.111
Dezembro;2025-12-20;FE;25;2;LML;27;0.074
Dezembro;2025-12-20;DMD;17;1;LML;18;0.056
Dezembro;2025-12-20;Zumpy;38;5;LML;43;0.116
Dezembro;2025-12-20;Zoom;4;2;LML;6;0.333
Dezembro;2025-12-20;Assis Rio;55;3;Direta;58;0.052
Dezembro;2025-12-20;PJ;19;2;Direta;21;0.095
Dezembro;2025-12-20;TRILOG;7;2;Direta;9;0.222
Dezembro;2025-12-20;REU;42;2;Direta;44;0.045
Dezembro;2025-12-20;Riviera;7;1;Direta;8;0.125
Dezembro;2025-12-21;FE;31;2;LML;33;0.061
Dezembro;2025-12-21;DMD;14;2;LML;16;0.125
Dezembro;2025-12-21;Zumpy;37;2;LML;39;0.051
Dezembro;2025-12-21;Zoom;6;2;LML;8;0.25
Dezembro;2025-12-21;Assis Rio;5;2;Direta;7;0.286
Dezembro;2025-12-21;PJ;11;4;Direta;15;0.267
Dezembro;2025-12-21;TRILOG;4;0;Direta;4;0.0
Dezembro;2025-12-21;REU;0;0;Direta;0;0.0
Dezembro;2025-12-21;Riviera;0;0;Direta;0;0.0
Dezembro;2025-12-22;FE;40;5;LML;45;0.111
Dezembro;2025-12-22;DMD;20;3;LML;23;0.13
Dezembro;2025-12-22;Zumpy;48;1;LML;49;0.02
Dezembro;2025-12-22;Zoom;11;2;LML;13;0.154
Dezembro;2025-12-22;Assis Rio;51;2;Direta;53;0.038
Dezembro;2025-12-22;PJ;19;3;Direta;22;0.136
Dezembro;2025-12-22;TRILOG;7;1;Direta;8;0.125
Dezembro;2025-12-22;REU;43;3;Direta;46;0.065
Dezembro;2025-12-22;Riviera;6;1;Direta;7;0.143
Dezembro;2025-12-23;FE;36;4;LML;40;0.1
Dezembro;2025-12-23;DMD;23;1;LML;24;0.042
Dezembro;2025-12-23;Zumpy;53;4;LML;57;0.07
Dezembro;2025-12-23;Zoom;5;1;LML;6;0.167
Dezembro;2025-12-23;Assis Rio;48;3;Direta;51;0.059
Dezembro;2025-12-23;PJ;19;3;Direta;22;0.136
Dezembro;2025-12-23;TRILOG;7;2;Direta;9;0.222
Dezembro;2025-12-23;REU;34;3;Direta;37;0.081
Dezembro;2025-12-23;Riviera;8;0;Direta;8;0.0
Dezembro;2025-12-24;FE;35;4;LML;39;0.103
Dezembro;2025-12-24;DMD;23;2;LML;25;0.08
Dezembro;2025-12-24;Zumpy;47;4;LML;51;0.078
Dezembro;2025-12-24;Zoom;9;0;LML;9;0.0
Dezembro;2025-12-24;Assis Rio;43;3;Direta;46;0.065
Dezembro;2025-12-24;PJ;17;3;Direta;20;0.15
Dezembro;2025-12-24;TRILOG;6;1;Direta;7;0.143
Dezembro;2025-12-24;REU;30;3;Direta;33;0.091
Dezembro;2025-12-24;Riviera;7;1;Direta;8;0.125
Dezembro;2025-12-25;FE;0;0;LML;0;0.0
Dezembro;2025-12-25;DMD;0;0;LML;0;0.0
Dezembro;2025-12-25;Zumpy;0;0;LML;0;0.0
Dezembro;2025-12-25;Zoom;0;0;LML;0;0.0
Dezembro;2025-12-25;Assis Rio;0;0;Direta;0;0.0
Dezembro;2025-12-25;PJ;0;0;Direta;0;0.0
Dezembro;2025-12-25;TRILOG;0;0;Direta;0;0.0
Dezembro;2025-12-25;REU;0;0;Direta;0;0.0
Dezembro;2025-12-25;Riviera;0;0;Direta;0;0.0
Dezembro;2025-12-26;FE;32;4;LML;36;0.111
Dezembro;2025-12-26;DMD;23;2;LML;25;0.08
Dezembro;2025-12-26;Zumpy;46;5;LML;51;0.098
Dezembro;2025-12-26;Zoom;9;0;LML;9;0.0
Dezembro;2025-12-26;Assis Rio;45;5;Direta;50;0.1
Dezembro;2025-12-26;PJ;12;1;Direta;13;0.077
Dezembro;2025-12-26;TRILOG;6;0;Direta;6;0.0
Dezembro;2025-12-26;REU;25;2;Direta;27;0.074
Dezembro;2025-12-26;Riviera;8;2;Direta;10;0.2
Dezembro;2025-12-27;FE;0;0;LML;0;0.0
Dezembro;2025-12-27;DMD;9;0;LML;9;0.0
Dezembro;2025-12-27;Zumpy;6;0;LML;6;0.0
Dezembro;2025-12-27;Zoom;0;0;LML;0;0.0
Dezembro;2025-12-27;Assis Rio;39;2;Direta;41;0.049
Dezembro;2025-12-27;PJ;18;1;Direta;19;0.053
Dezembro;2025-12-27;TRILOG;6;1;Direta;7;0.143
Dezembro;2025-12-27;REU;32;2;Direta;34;0.059
Dezembro;2025-12-27;Riviera;7;0;Direta;7;0.0
Dezembro;2025-12-28;FE;30;0;LML;30;0.0
Dezembro;2025-12-28;DMD;14;0;LML;14;0.0
Dezembro;2025-12-28;Zumpy;47;0;LML;47;0.0
Dezembro;2025-12-28;Zoom;9;0;LML;9;0.0
Dezembro;2025-12-28;Assis Rio;9;0;Direta;9;0.0
Dezembro;2025-12-28;PJ;0;0;Direta;0;0.0
Dezembro;2025-12-28;TRILOG;3;0;Direta;3;0.0
Dezembro;2025-12-28;REU;1;0;Direta;1;0.0
Dezembro;2025-12-28;Riviera;4;0;Direta;4;0.0
Dezembro;2025-12-29;FE;31;5;LML;36;0.139
Dezembro;2025-12-29;DMD;16;1;LML;17;0.059
Dezembro;2025-12-29;Zumpy;30;4;LML;34;0.118
Dezembro;2025-12-29;Zoom;2;0;LML;2;0.0
Dezembro;2025-12-29;Assis Rio;47;6;Direta;53;0.113
Dezembro;2025-12-29;PJ;21;0;Direta;21;0.0
Dezembro;2025-12-29;TRILOG;6;1;Direta;7;0.143
Dezembro;2025-12-29;REU;39;5;Direta;44;0.114
Dezembro;2025-12-29;Riviera;6;0;Direta;6;0.0
Dezembro;2025-12-30;FE;35;2;LML;37;0.054
Dezembro;2025-12-30;DMD;21;0;LML;21;0.0
Dezembro;2025-12-30;Zumpy;45;9;LML;54;0.167
Dezembro;2025-12-30;Zoom;6;1;LML;7;0.143
Dezembro;2025-12-30;Assis Rio;54;4;Direta;58;0.069
Dezembro;2025-12-30;PJ;16;1;Direta;17;0.059
Dezembro;2025-12-30;TRILOG;6;1;Direta;7;0.143
Dezembro;2025-12-30;REU;35;2;Direta;37;0.054
Dezembro;2025-12-30;Riviera;7;2;Direta;9;0.222
Dezembro;2025-12-31;FE;27;3;LML;30;0.1
Dezembro;2025-12-31;DMD;17;2;LML;19;0.105
Dezembro;2025-12-31;Zumpy;30;5;LML;35;0.143
Dezembro;2025-12-31;Zoom;7;0;LML;7;0.0
Dezembro;2025-12-31;Assis Rio;37;5;Direta;42;0.119
Dezembro;2025-12-31;PJ;14;1;Direta;15;0.067
Dezembro;2025-12-31;TRILOG;6;1;Direta;7;0.143
Dezembro;2025-12-31;REU;34;1;Direta;35;0.029
Dezembro;2025-12-31;Riviera;2;0;Direta;2;0.0
Janeiro;2026-01-01;FE;0;0;LML;0;0.0
Janeiro;2026-01-01;DMD;0;0;LML;0;0.0
Janeiro;2026-01-01;Zumpy;0;0;LML;0;0.0
Janeiro;2026-01-01;Zoom;0;0;LML;0;0.0
Janeiro;2026-01-01;Assis Rio;0;0;Direta;0;0.0
Janeiro;2026-01-01;PJ;0;0;Direta;0;0.0
Janeiro;2026-01-01;TRILOG;0;0;Direta;0;0.0
Janeiro;2026-01-01;REU;0;0;Direta;0;0.0
Janeiro;2026-01-01;Riviera;0;0;Direta;0;0.0
Janeiro;2026-01-02;FE;29;4;LML;33;0.121
Janeiro;2026-01-02;DMD;18;2;LML;20;0.1
Janeiro;2026-01-02;Zumpy;35;3;LML;38;0.079
Janeiro;2026-01-02;Zoom;6;0;LML;6;0.0
Janeiro;2026-01-02;Assis Rio;38;1;Direta;39;0.026
Janeiro;2026-01-02;PJ;12;1;Direta;13;0.077
Janeiro;2026-01-02;TRILOG;6;1;Direta;7;0.143
Janeiro;2026-01-02;REU;24;1;Direta;25;0.04
Janeiro;2026-01-02;Riviera;5;1;Direta;6;0.167
Janeiro;2026-01-03;FE;27;4;LML;31;0.129
Janeiro;2026-01-03;DMD;14;2;LML;16;0.125
Janeiro;2026-01-03;Zumpy;37;3;LML;40;0.075
Janeiro;2026-01-03;Zoom;5;0;LML;5;0.0
Janeiro;2026-01-03;Assis Rio;40;2;Direta;42;0.048
Janeiro;2026-01-03;PJ;15;2;Direta;17;0.118
Janeiro;2026-01-03;TRILOG;7;2;Direta;9;0.222
Janeiro;2026-01-03;REU;29;3;Direta;32;0.094
Janeiro;2026-01-03;Riviera;6;1;Direta;7;0.143
Janeiro;2026-01-04;FE;0;0;LML;0;0.0
Janeiro;2026-01-04;DMD;0;0;LML;0;0.0
Janeiro;2026-01-04;Zumpy;0;0;LML;0;0.0
Janeiro;2026-01-04;Zoom;0;0;LML;0;0.0
Janeiro;2026-01-04;Assis Rio;0;0;Direta;0;0.0
Janeiro;2026-01-04;PJ;9;0;Direta;9;0.0
Janeiro;2026-01-04;TRILOG;0;0;Direta;0;0.0
Janeiro;2026-01-04;REU;0;0;Direta;0;0.0
Janeiro;2026-01-04;Riviera;0;0;Direta;0;0.0
Janeiro;2026-01-05;FE;38;4;LML;42;0.095
Janeiro;2026-01-05;DMD;21;4;LML;25;0.16
Janeiro;2026-01-05;Zumpy;43;4;LML;47;0.085
Janeiro;2026-01-05;Zoom;5;0;LML;5;0.0
